run_id	disease_group	feature_set	repeat_index	seed	auc
RA_species_diversity_all_features	RA	species_diversity	1	42	0.6578947368421053
RA_species_diversity_all_features	RA	species_diversity	2	43	0.6526315789473685
RA_species_diversity_all_features	RA	species_diversity	3	44	0.6447368421052633
RA_species_diversity_all_features	RA	species_diversity	4	45	0.668421052631579
RA_species_diversity_all_features	RA	species_diversity	5	46	0.668421052631579
RA_species_diversity_all_features	RA	species_diversity	6	47	0.6947368421052632
RA_species_diversity_all_features	RA	species_diversity	7	48	0.6473684210526316
RA_species_diversity_all_features	RA	species_diversity	8	49	0.7157894736842105
RA_species_diversity_all_features	RA	species_diversity	9	50	0.6289473684210527
RA_species_diversity_all_features	RA	species_diversity	10	51	0.6210526315789474
RA_species_diversity_all_features	RA	species_diversity	11	52	0.6526315789473685
RA_species_diversity_all_features	RA	species_diversity	12	53	0.6421052631578947
RA_species_diversity_all_features	RA	species_diversity	13	54	0.6473684210526316
RA_species_diversity_all_features	RA	species_diversity	14	55	0.7052631578947369
RA_species_diversity_all_features	RA	species_diversity	15	56	0.6947368421052631
RA_species_diversity_all_features	RA	species_diversity	16	57	0.7000000000000001
RA_species_diversity_all_features	RA	species_diversity	17	58	0.6631578947368422
RA_species_diversity_all_features	RA	species_diversity	18	59	0.7473684210526317
RA_species_diversity_all_features	RA	species_diversity	19	60	0.6368421052631579
RA_species_diversity_all_features	RA	species_diversity	20	61	0.6815789473684211
RA_species_diversity_all_features	RA	species_diversity	21	62	0.6552631578947369
RA_species_diversity_all_features	RA	species_diversity	22	63	0.6131578947368421
RA_species_diversity_all_features	RA	species_diversity	23	64	0.6421052631578947
RA_species_diversity_all_features	RA	species_diversity	24	65	0.6421052631578947
RA_species_diversity_all_features	RA	species_diversity	25	66	0.6763157894736842
RA_species_diversity_all_features	RA	species_diversity	26	67	0.7078947368421052
RA_species_diversity_all_features	RA	species_diversity	27	68	0.6842105263157895
RA_species_diversity_all_features	RA	species_diversity	28	69	0.6052631578947368
RA_species_diversity_all_features	RA	species_diversity	29	70	0.6842105263157894
RA_species_diversity_all_features	RA	species_diversity	30	71	0.7842105263157895
RA_species_diversity_all_features	RA	species_diversity	31	72	0.6789473684210526
RA_species_diversity_all_features	RA	species_diversity	32	73	0.7210526315789474
RA_species_diversity_all_features	RA	species_diversity	33	74	0.6868421052631579
RA_species_diversity_all_features	RA	species_diversity	34	75	0.6578947368421053
RA_species_diversity_all_features	RA	species_diversity	35	76	0.6578947368421053
RA_species_diversity_all_features	RA	species_diversity	36	77	0.6526315789473685
RA_species_diversity_all_features	RA	species_diversity	37	78	0.6368421052631579
RA_species_diversity_all_features	RA	species_diversity	38	79	0.6842105263157895
RA_species_diversity_all_features	RA	species_diversity	39	80	0.718421052631579
RA_species_diversity_all_features	RA	species_diversity	40	81	0.7263157894736842
