run_id	disease_group	feature_set	n_features_input_to_run	rank_within_run	feature	feature_type	mean_importance_score	sd_importance_score	sem_importance_score	mean_selection_frequency	n_repeats	importance_score_seed42	importance_score_seed43	importance_score_seed44	importance_score_seed45	importance_score_seed46	importance_score_seed47	importance_score_seed48	importance_score_seed49	importance_score_seed50	importance_score_seed51	importance_score_seed52	importance_score_seed53	importance_score_seed54	importance_score_seed55	importance_score_seed56	importance_score_seed57	importance_score_seed58	importance_score_seed59	importance_score_seed60	importance_score_seed61	importance_score_seed62	importance_score_seed63	importance_score_seed64	importance_score_seed65	importance_score_seed66	importance_score_seed67	importance_score_seed68	importance_score_seed69	importance_score_seed70	importance_score_seed71	importance_score_seed72	importance_score_seed73	importance_score_seed74	importance_score_seed75	importance_score_seed76	importance_score_seed77	importance_score_seed78	importance_score_seed79	importance_score_seed80	importance_score_seed81	importance_score_seed82	importance_score_seed83	importance_score_seed84	importance_score_seed85	importance_score_seed86	importance_score_seed87	importance_score_seed88	importance_score_seed89	importance_score_seed90	importance_score_seed91	importance_score_seed92	importance_score_seed93	importance_score_seed94	importance_score_seed95	importance_score_seed96	importance_score_seed97	importance_score_seed98	importance_score_seed99	importance_score_seed100	importance_score_seed101	importance_score_seed102	importance_score_seed103	importance_score_seed104	importance_score_seed105	importance_score_seed106	importance_score_seed107	importance_score_seed108	importance_score_seed109	importance_score_seed110	importance_score_seed111	importance_score_seed112	importance_score_seed113	importance_score_seed114	importance_score_seed115	importance_score_seed116	importance_score_seed117	importance_score_seed118	importance_score_seed119	importance_score_seed120	importance_score_seed121	importance_score_seed122	importance_score_seed123	importance_score_seed124	importance_score_seed125	importance_score_seed126	importance_score_seed127	importance_score_seed128	importance_score_seed129	importance_score_seed130	importance_score_seed131	importance_score_seed132	importance_score_seed133	importance_score_seed134	importance_score_seed135	importance_score_seed136	importance_score_seed137	importance_score_seed138	importance_score_seed139	importance_score_seed140	importance_score_seed141
RA_species_diversity_all_features	RA	species_diversity	1290	1	Lachnospiraceae_bacterium|t__SGB4767	species	0.06123647522496764	0.0029053528340842153	0.00029053528340842154	0.9755172413793112	100	0.06205834178936674	0.06236742257511111	0.06051556673931947	0.06115392457052025	0.06352360536320026	0.06278868326478215	0.05747786118584935	0.06550714367161362	0.058715617869334116	0.06258370199896195	0.05445567949146223	0.05757276508221021	0.06036140994255362	0.056845683728436035	0.05480769625039118	0.06087493861264486	0.0548911694057476	0.06207773855456984	0.05930454237234694	0.062091860100195524	0.06359418888174927	0.06037702160587053	0.06274956914609806	0.06729048576964435	0.05623147903609692	0.06152642031870606	0.061414074159681614	0.06797661361852073	0.06269449709111877	0.06326988864161782	0.06036837300762615	0.058235889737853846	0.06020049872305449	0.05958908494535515	0.0626001448818895	0.06521634629242093	0.06077334416681702	0.06240476222622072	0.06258182975123874	0.0592713323841497	0.06480481004323446	0.058918574628214766	0.06209401537978442	0.061129620933308836	0.06500118532453433	0.060635493681783975	0.055870011850609455	0.06371991819540054	0.06447170139291017	0.06479196219039847	0.06424911297189503	0.06333673957104533	0.06341907882467303	0.0636696244712898	0.06395716853040948	0.06260549298468457	0.06505074072195892	0.06388173325021597	0.06416638350096286	0.06388253736238139	0.0600499573383477	0.05984887864450261	0.0628675579389104	0.06030613223176815	0.06359971759507746	0.06353281986906238	0.05959170121759208	0.06821459367747183	0.05916579861175234	0.06222120209132582	0.06282552771917371	0.059084197791984996	0.06218101073660744	0.057505953652830684	0.05550292923451939	0.06006641370065678	0.056657040211000285	0.05854644361770857	0.057658169263660686	0.06143693355222048	0.06141034977061074	0.05758965448705462	0.0652831128062151	0.0629357355253086	0.05882982731067586	0.06181204964685572	0.06601628248304972	0.05916498594386838	0.0650138290211352	0.06087326706939514	0.058048082480476174	0.05826207911979422	0.059768901105246505	0.06017752350333136	0.06054553673671147	0.06076150028155041	0.062097317231268434	0.057970826990649135	0.05850558973726303	0.05972098978608773
RA_species_diversity_all_features	RA	species_diversity	1290	2	Roseburia_inulinivorans|t__SGB4940	species	0.059510296695262206	0.0027931615107967076	0.00027931615107967074	0.9789655172413799	100	0.06054185999642819	0.06080432657453076	0.060457951109730124	0.06456160310490637	0.06128439376073318	0.06310167940871844	0.059535915889594275	0.06396532995045683	0.06312296421761433	0.06230423036354391	0.06047768576373823	0.053498194502573995	0.05633625891905754	0.05301059017580355	0.0575236889169992	0.059499513725716914	0.05755035490171222	0.06020293988239793	0.06014256935068462	0.06561681124751127	0.05916297974928662	0.05478135650167984	0.05519926413475697	0.06411355630484575	0.058865778149569545	0.0569654630152086	0.057308127423930044	0.06228793330834819	0.0630599692794951	0.060157944702767495	0.062053864873599894	0.060462172819146856	0.06231706165137467	0.06203320220872512	0.0600231964752756	0.05546507696602931	0.0622356590792755	0.060132478455319646	0.05669555060263278	0.05708114902467662	0.05925714330260291	0.05744497505004657	0.06078560546240438	0.06309051207953122	0.06511206260452679	0.0599828310439317	0.06262267261678209	0.058207095188876797	0.05853040287191268	0.05975124162804447	0.056403059430388584	0.06016382887396171	0.059590939455002566	0.05927840225712164	0.05461835030161091	0.05741162104322176	0.05586071793104235	0.0569143759628249	0.05776270591494268	0.055654285575773704	0.05212567782348888	0.05991646723658581	0.061137089686247065	0.06068579542772762	0.062222178345883415	0.05888857594401304	0.06064847398602871	0.06790788881405707	0.05752599760189995	0.05908918490716005	0.06253632342068836	0.05989348556101803	0.06217056612054975	0.05947153584258701	0.0627157348106518	0.05947333047860641	0.062067223325029224	0.058435847931500716	0.05994661828139805	0.059793468683048336	0.061511126100429546	0.06207667206620101	0.058909739963963315	0.05760101158803972	0.05715362040289761	0.0588919256223215	0.05812723334476373	0.05967925759847869	0.058921065134399944	0.05927848487241876	0.05911359305802194	0.0560749008004297	0.056160329356976006	0.057844841000641	0.0580755351897146	0.06195626604669567	0.056259076663190084	0.060196235205601654	0.05759636843149616	0.05656744776842409
RA_species_diversity_all_features	RA	species_diversity	1290	3	Faecalibacterium_prausnitzii|t__SGB15317	species	0.05945221328405352	0.0027029870723308757	0.00027029870723308756	0.9689655172413797	100	0.05888702458941276	0.05989212405030522	0.05581484524054759	0.06242663094203154	0.05715987275662215	0.058710211693898916	0.061608138321416164	0.059260747674493255	0.057800667356834395	0.05448253069672856	0.060433936017156936	0.059801413358520045	0.05839985199019419	0.058220736065017896	0.06089723782004546	0.06489333277043674	0.06043525409921115	0.06147822317396196	0.05804924077327828	0.060349379140274155	0.05937474187731583	0.062026492432871734	0.06140583601766414	0.060586089740538036	0.06367840134246965	0.05864620052597188	0.05752300519772406	0.061836632307332655	0.061553852129376585	0.06204267364589727	0.06363639343520576	0.06073532041542692	0.060025348377707906	0.05411366208569642	0.05573361563899742	0.05405176126299798	0.059534196791886346	0.06235263510927124	0.05376677196682801	0.05965028296944699	0.06298205574744999	0.06179519724471872	0.05931486572154999	0.05883149526656212	0.056989776548286616	0.058465698812319424	0.058784977830949735	0.05772800569140008	0.05336882980846219	0.054698865493549326	0.06117793821898733	0.059676746980055255	0.05658833648692107	0.05900118392007888	0.06549089597794096	0.06142336986324986	0.06107273830720618	0.06022116526015071	0.06014722420948289	0.060808201013611125	0.06309240550519549	0.061351364927535706	0.06291839226560968	0.06089707217042502	0.06001101001922702	0.06178699504517078	0.06260245340029551	0.06431590630514228	0.05877625972683837	0.05561314463597565	0.054127515437370086	0.06365894724125974	0.06108767759174154	0.06025157175932978	0.05971028237844257	0.05908721915465734	0.05926397520613172	0.0592860558902518	0.061393274319664216	0.06068804227028092	0.05703095543673305	0.057559477053984946	0.05758444668808396	0.05919381390088972	0.05887701987556696	0.05906735386505102	0.05683314075690778	0.05543828700569358	0.05820312873552697	0.05253314364514306	0.05745110020023052	0.059660230167146514	0.058375184060960456	0.05413180616847877	0.0634057019197842	0.05946424158396711	0.06145532065954565	0.05726880231994347	0.05984703802448004	0.0620786908827419
RA_species_diversity_all_features	RA	species_diversity	1290	4	Gemmiger_formicilis|t__SGB15300	species	0.03756201956524666	0.002679770140276603	0.0002679770140276603	0.8934482758620689	100	0.036900801184809914	0.03844405181760118	0.04231434119260362	0.03620656756184807	0.03952170642131753	0.031367170668261835	0.03886162996995106	0.040247897008791444	0.03575442447893898	0.03770681934242224	0.04134296827320637	0.04034732850771211	0.039627526201543625	0.04006079917885041	0.03603988987429371	0.041502371756646526	0.03589717275567692	0.04228055871830948	0.03690287482217056	0.035493525718962006	0.03437147096164259	0.03583840179454376	0.034462966188507284	0.03622383818359386	0.039184782863083654	0.03893347652236739	0.03677334359699229	0.03685809677729948	0.03791828465963342	0.04018889095009893	0.04211929116273663	0.03971286345026402	0.03929458707415758	0.03855114184294539	0.03815414837343595	0.034284694199486654	0.03452590328200175	0.04043254083287737	0.039638832327377894	0.03737789519169097	0.03629544454969902	0.035088684200593544	0.032490424612447895	0.030568681461068163	0.03689577793476438	0.04067391208766722	0.03350779721645764	0.040573052058810066	0.03939608477642578	0.037878922984538495	0.03327463266005844	0.03789724465602218	0.035699713519903475	0.03953617012525896	0.04279740951930927	0.03869435541932088	0.03735181883801306	0.04351193761702658	0.03748831075993341	0.04092552404006556	0.03839664869081524	0.037115344341504534	0.039625467416941854	0.03773281175384838	0.03506425577403277	0.03841717432019199	0.039200219697668	0.03876217742091866	0.03788799814673004	0.03459111669584449	0.041172202926722204	0.033898600005722763	0.03737672708919924	0.034102013805709576	0.03281555789071484	0.03460124511976504	0.03718141428735912	0.032603886621271824	0.03253531891242888	0.033861738661816514	0.03403394072386454	0.03972100365345367	0.03730251536568181	0.036634964388251916	0.039369528976839215	0.03934763872475583	0.039380581222148096	0.03857179580534916	0.03715473429236932	0.03939338482982292	0.036489079365458685	0.03704227510072854	0.036080965895846806	0.04122824390170278	0.040266887864877095	0.03889335916025109	0.035834587126332744	0.03521390897372862	0.03874139581044606	0.03634747103751097
RA_species_diversity_all_features	RA	species_diversity	1290	5	Coprococcus_comes|t__SGB4577_group	species	0.0359348183724175	0.0021853887496868975	0.00021853887496868976	0.9237931034482759	100	0.0354349927405936	0.03800558849586393	0.03393913803371065	0.03665791671405904	0.0395984426425561	0.037429627068921965	0.04308635391173552	0.03867728629774063	0.03987202295697263	0.03562006635534878	0.03863313163611842	0.03464300305178456	0.036427116832186454	0.039822747921827634	0.035559332028884866	0.037170113732559344	0.035389504496827026	0.036950046357346625	0.036560981415733745	0.03644923742130123	0.03848759015857089	0.033880651571925914	0.03315991244815376	0.035806885771880945	0.03873931005549797	0.03918801927099642	0.0342452467696411	0.03358578910407724	0.035965034909548194	0.03677421737003072	0.037510303647971505	0.03571064422099031	0.036703518855892604	0.03219804927631199	0.034138967496296115	0.035988881635700784	0.03480120550951571	0.03528506744254779	0.035531812911728	0.03588962621426095	0.03282314490295406	0.032943343593124	0.036056523313165334	0.03538461223798985	0.03397030299735111	0.03689481740118024	0.03619924861055434	0.03244063397131573	0.036193397445893845	0.037583197301215295	0.04070631256779329	0.036164840712383614	0.03755468259308113	0.03850476089996522	0.03783569046486481	0.03290922881877513	0.03667936676808125	0.036626422895351715	0.03459664345093302	0.0367878260063644	0.03799067832658766	0.03610311655585321	0.03346773405893395	0.036161042840136035	0.03787379570034993	0.03753605714119722	0.03606845483534437	0.0332334761857155	0.038677271835384795	0.03855669014913214	0.03822414593109088	0.03691392206453452	0.03439316820659339	0.03727206417571258	0.03793749375888324	0.03310320402524038	0.034508589998932165	0.03219243683847401	0.03838114135438814	0.03267508120815456	0.03589532089468197	0.03192995129710551	0.033783387687634656	0.034287626880112575	0.034900469252772785	0.039166830142006136	0.034997569444987345	0.038225447696099174	0.03568664925114969	0.03212001616305252	0.03566020128975	0.033070252020277	0.03438312523706472	0.03458058630919767	0.03479757639085643	0.03500979886067025	0.03486990365659716	0.03177847627883426	0.03564098229968447	0.03305571929262843
RA_species_diversity_all_features	RA	species_diversity	1290	6	Clostridium_sp_AF20_17LB|t__SGB4714	species	0.03409121399465137	0.0022537818074461423	0.00022537818074461424	0.9079310344827589	100	0.0334171826360218	0.03654435016729658	0.03668514609196493	0.037799090662117237	0.03727696259762889	0.035976198015375244	0.03366798138928204	0.03457947105715707	0.03344934708882549	0.03357219954814337	0.03319318533451516	0.03678813332827774	0.033443520902429275	0.03131450364655825	0.036552761274721034	0.032148805539016154	0.03266150871159929	0.031169509888491577	0.03391076962560564	0.03276399160974056	0.02924006051593846	0.032301457187305434	0.03019319839591094	0.03504942354594158	0.034169159627889044	0.03329262616483238	0.03634808143889576	0.033379536750210416	0.033773313664922644	0.03421516078329128	0.0337117863379863	0.03218524913825551	0.03563616527625473	0.030328922069989658	0.030604983327531855	0.030291452516838627	0.030484247177386525	0.03363372963198003	0.032004901742181416	0.03424866146114885	0.031711041042121045	0.031305492165027336	0.027971354602924416	0.030013665445946865	0.036063322840255194	0.035205628476882515	0.03731203315366733	0.0347370337492225	0.033149501920040646	0.03383210825429077	0.037494236361932325	0.03267593269194614	0.035496665160728	0.038626837628960214	0.036546776256795165	0.03634654393390882	0.031775430138130015	0.03161889200536144	0.034900136529240004	0.035239734010909636	0.03817326077747709	0.03367726033369687	0.0330234464972241	0.03476131001306668	0.039092703748973674	0.03390794654029463	0.03520562936868036	0.033519811858866	0.03601569237128562	0.036651622079431574	0.034137699174043946	0.03706656859695675	0.03570109392376238	0.03642778426644875	0.03759807883410176	0.033533366764973094	0.03546246353168113	0.03688096137925654	0.032030714809472366	0.03178494652956921	0.030235026371393255	0.034437096587851594	0.03796508580366826	0.03276165755452304	0.034203946198052025	0.0339290040414734	0.03327633363780211	0.03328038021806339	0.0365278946827306	0.03184893599854714	0.035717488042049446	0.03166687785984176	0.03344915868442738	0.033033636865864704	0.03464952795428549	0.03424349644237071	0.033436127499277844	0.03602072998426771	0.03489892394212572	0.03485860745950826
RA_species_diversity_all_features	RA	species_diversity	1290	7	Clostridium_innocuum|t__SGB4037_group	species	0.03378353650347043	0.0025539872195412803	0.00025539872195412804	0.8820689655172411	100	0.03268692003059435	0.0295582915559445	0.031711701325381696	0.040292087455560344	0.03360288993376874	0.03182261248533608	0.029358139063490753	0.03466708357465964	0.03196127409981256	0.03562902981397181	0.02976616983520254	0.03244270460906807	0.030347155584038894	0.030381056730064894	0.03260840071252294	0.03504987775055963	0.037224086865357775	0.03296897153277135	0.03402054514987589	0.035747882191275934	0.03254555625576407	0.031987903163507185	0.03201703118081798	0.03393207081550893	0.03512441830231939	0.03535674121389614	0.03394817366086224	0.03352596659275644	0.0340901539905023	0.032998183343492284	0.036659721600539666	0.0317380425106095	0.02900356761946454	0.03357812342225953	0.029474464273540755	0.02576489119690026	0.03559430563864308	0.030814655915079855	0.03287776679531691	0.033571587933538975	0.03356745500314564	0.0335887502894694	0.035218406012080636	0.03673191461772936	0.03038577414872989	0.03275724627030314	0.036449659047256625	0.032026634378899424	0.03329950775436858	0.031050221434182606	0.03353363399949472	0.03271169938915704	0.03357438559609834	0.030030070395633175	0.03070907133879215	0.03424303941488348	0.03624273605103981	0.0325082428373774	0.03612490588311995	0.03505904503763121	0.03447256292225185	0.035833948420267416	0.03603619870476644	0.033503340805042706	0.036874097419045106	0.03540925438892193	0.034728054705972414	0.03767760066517548	0.03543197456792329	0.033488804681973225	0.03301551003780495	0.035908029778962014	0.03558305608595666	0.03332359399459914	0.037224178413493327	0.035370180182475265	0.03357952412607958	0.03206867620127646	0.03223651664648187	0.03484799495898685	0.030151869377467104	0.03605166134117231	0.03567156394690679	0.029985467895169607	0.03277773650417813	0.03421420105004463	0.03073528583725072	0.03581269424923332	0.02994112827031484	0.039980770463577064	0.03882864895804768	0.0345708149447447	0.03691296486783932	0.03637772734114535	0.035888573029225	0.03698159457472319	0.03453513008052718	0.03876722493498305	0.035377023594976416	0.03191586675409105
RA_species_diversity_all_features	RA	species_diversity	1290	8	Clostridium_sp_AM22_11AC|t__SGB4749	species	0.031429855281896374	0.002020034251224138	0.00020200342512241378	0.876896551724138	100	0.030940075711998128	0.031134960724260526	0.030997486770531994	0.032931131503840506	0.03289902901200154	0.032591111126663484	0.03134756988038734	0.028598998007727618	0.028662242266196316	0.032944961183428795	0.032798466332408356	0.03326362717077137	0.031953703608138886	0.03330210778348521	0.0323097933560825	0.030658481829334394	0.031219179320579944	0.03209920242676592	0.031151461116812298	0.03188472936636064	0.029475267573921556	0.024306305331555457	0.0275374739664933	0.031047471861962068	0.03414006409757456	0.03195070976774696	0.030102770946604532	0.030579501755787615	0.03288366409278004	0.030242782818749644	0.03237048398965226	0.03314975552292014	0.03305792681952353	0.03548392850159064	0.03335816516353882	0.031541365366970775	0.029669290135531923	0.033544997247690216	0.03641515515421046	0.034997423090673246	0.03285190316082618	0.03164977261576239	0.034594414065217675	0.029242328389651635	0.03382170838243882	0.03263660419696448	0.031008609176075386	0.032820060944875384	0.027671453141263843	0.03237746518708164	0.03354961488620383	0.03250957973404447	0.02863545935692596	0.0320079779054701	0.02824903399154622	0.03137944559108246	0.032146365116660365	0.02796851914705454	0.030732925424803628	0.03096049943796095	0.029952634768829943	0.03205043208664558	0.029155536405628887	0.029711381490753874	0.0314688540609328	0.033349243885799275	0.028318581094889186	0.02819522017508471	0.030270613677118585	0.032060901937334844	0.03175102351550325	0.031120430815383886	0.030463574836352394	0.030354836335016285	0.032645796556160595	0.029936548281438595	0.035150139085984425	0.03536337142828552	0.032493645576389577	0.0339934232045806	0.03157938195228234	0.03314673805350318	0.03346627149987047	0.031511066561360546	0.028248638721891546	0.030466273910567228	0.031250012587998276	0.03193377009717597	0.03031156595522702	0.030507093534128563	0.027804088475357695	0.032377661853128605	0.03242488501975003	0.030043396879148466	0.029882942443656104	0.03167282689111835	0.02853501945202238	0.0333676923975828	0.029770184283485206	0.03052326684710727
RA_species_diversity_all_features	RA	species_diversity	1290	9	Bacteroides_ovatus|t__SGB1871	species	0.031161378207970127	0.0024681595439987915	0.00024681595439987917	0.9158620689655177	100	0.0321377065575215	0.026692911041875596	0.02812120272545033	0.027103712984914444	0.02623774300529427	0.030650325756793474	0.02587865820373335	0.030075772059635235	0.03183715894959914	0.03338958309795915	0.03427582854377151	0.031835089399399344	0.030595704819333373	0.0329226967708571	0.02841953846160953	0.02829016173147905	0.029053134739614524	0.02933733436107672	0.027948668323466284	0.0284198012734463	0.030454629234913	0.027731863735055283	0.03257170821958953	0.03069363459580938	0.02906778892469475	0.03223550723642348	0.03025597158641233	0.029635151244807843	0.026233965091647077	0.029061288794515354	0.031438708309143366	0.028308428237685274	0.027998836551474268	0.029847782208488407	0.03115237258462608	0.0316263088597364	0.03016205322992844	0.03239797662563047	0.030820615828704292	0.031049276113998773	0.030801765409060225	0.03158055913551053	0.03168544721507452	0.03271725974361097	0.0344292762074534	0.03094537515964096	0.03145574375285138	0.029683588602539973	0.03416388038848015	0.035977639367119243	0.03430308123841618	0.03626467580417428	0.030815028666461103	0.031158614549500686	0.03011751627379248	0.031308587160448764	0.035097726060576255	0.029290001911054995	0.03229135673830504	0.030963240191888432	0.03506242511097663	0.02888227863241378	0.03198995660589124	0.027656033969514292	0.03016898685846518	0.03152199850158385	0.032332418449888274	0.029229081140990622	0.028723977041522186	0.027353177665210053	0.028805489722598162	0.029454638838678344	0.0287009062631325	0.031711220526211344	0.030019167652371247	0.03131801270738732	0.02808472602115057	0.028970514489424178	0.02986900742212972	0.031619422062910074	0.032489105220754634	0.034101323740503016	0.03297127475621722	0.029824090948088588	0.03220313972149856	0.03274225989401863	0.03518668245453131	0.03311352722939704	0.03339446391384365	0.032212709016596223	0.033351705193385935	0.034100096748183546	0.0340630286767661	0.03275701818210542	0.03573804151331004	0.03495445605378215	0.03608375285886894	0.03410541477334779	0.03566598822081229	0.03458933840247816
RA_species_diversity_all_features	RA	species_diversity	1290	10	Faecalibacterium_prausnitzii|t__SGB15332_group	species	0.02921360362334637	0.0021902268856726125	0.00021902268856726124	0.8782758620689656	100	0.03078965647991938	0.028709403780067155	0.02886761114198151	0.027036168264036146	0.02943392352251846	0.02743739963436473	0.024227072696382378	0.022467036510836175	0.0246700192057591	0.030763351678756476	0.03292164103682152	0.03028834696050906	0.030060753185049575	0.029094121993880062	0.03335062369376983	0.028375070595417308	0.030236864692414833	0.027507178254200078	0.02934651090139517	0.02961585268990497	0.030056054240851553	0.028026603672669095	0.029752284202426968	0.03218472361035784	0.026367819605095783	0.03103109247175064	0.028746095029693913	0.025890174860649085	0.03246460698925944	0.02633910049335473	0.029902224294112597	0.02893725001868516	0.025704191635741384	0.025804830154654176	0.029214881632723892	0.028876048578476476	0.03154411495805613	0.030055811824047915	0.029461163116190986	0.028833538380407007	0.025675210425586344	0.028388703313721148	0.02921474393118154	0.030196494173740072	0.02475458425954335	0.03037936218557216	0.030517920465993678	0.029057213810409613	0.029884469150562726	0.02781092960873071	0.028820645015734215	0.028546908107286082	0.0281998406366658	0.025017740327057877	0.02854994923238535	0.03012774361154606	0.029953826579354418	0.0287744497786622	0.032537075382086784	0.028735651214844657	0.026674158881003197	0.026274519030967572	0.029975308737612637	0.030612690216523596	0.029878033264147185	0.029285538122654112	0.029888239970565857	0.03284687702098983	0.027496164892535317	0.02938461903323268	0.028903579297702275	0.024208672448254077	0.027318598449737524	0.02784594464999978	0.026887582220186793	0.02991382976049692	0.03175567908789035	0.029596690250710295	0.030031662214361696	0.029920615022536113	0.030478818301772674	0.03161532810638772	0.032961190350512856	0.032393237677463244	0.031134447207587054	0.030019458129362478	0.03295309715178331	0.02948007315618035	0.02863364444508741	0.029372859376949792	0.03006784227724253	0.031789766113913806	0.030731492888868648	0.03359728630056202	0.029125445433110683	0.032852367648451626	0.029509355133972535	0.029205282474780762	0.027006800754579854	0.03019888893610617
