run_id	disease_group	feature_set	permutation_id	null_auc	observed_auc	p_value
RA_species_diversity_all_features	RA	species_diversity	1	0.3368421052631579	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	2	0.3210526315789474	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	3	0.4263157894736842	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	4	0.0921052631578947	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	5	0.1342105263157894	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	6	0.4263157894736842	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	7	0.0947368421052631	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	8	0.4684210526315789	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	9	0.5894736842105263	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	10	0.5	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	11	0.4210526315789473	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	12	0.2157894736842106	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	13	0.1894736842105263	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	14	0.4710526315789473	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	15	0.3684210526315789	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	16	0.4184210526315789	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	17	0.2973684210526316	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	18	0.2105263157894736	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	19	0.1578947368421052	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	20	0.3789473684210527	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	21	0.4236842105263158	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	22	0.4184210526315789	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	23	0.3947368421052631	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	24	0.7526315789473684	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	25	0.4052631578947369	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	26	0.5210526315789474	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	27	0.5789473684210527	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	28	0.2052631578947368	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	29	0.2894736842105263	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	30	0.6315789473684211	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	31	0.1894736842105263	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	32	0.2894736842105263	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	33	0.3736842105263158	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	34	0.6526315789473685	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	35	0.2394736842105263	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	36	0.5105263157894737	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	37	0.1	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	38	0.2684210526315789	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	39	0.3842105263157895	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	40	0.0342105263157894	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	41	0.3	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	42	0.3631578947368421	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	43	0.3842105263157895	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	44	0.1447368421052631	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	45	0.3552631578947368	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	46	0.3	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	47	0.5578947368421053	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	48	0.3210526315789473	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	49	0.5210526315789473	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	50	0.4526315789473684	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	51	0.4736842105263158	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	52	0.4789473684210527	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	53	0.3368421052631579	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	54	0.3894736842105263	0.6578947368421053	0.0719280719280719
RA_species_diversity_all_features	RA	species_diversity	55	0.6368421052631579	0.6578947368421053	0.0719280719280719
