run_id	disease_group	feature_set	permutation_id	null_auc	observed_auc	p_value
PsA_species_diversity_all_features	PsA	species_diversity	1	0.6900452488687783	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	2	0.2104072398190045	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	3	0.4027149321266968	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	4	0.5090497737556561	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	5	0.502262443438914	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	6	0.3846153846153846	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	7	0.4751131221719457	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	8	0.5248868778280543	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	9	0.4389140271493212	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	10	0.4796380090497737	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	11	0.592760180995475	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	12	0.5837104072398189	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	13	0.0542986425339366	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	14	0.5339366515837104	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	15	0.4027149321266968	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	16	0.5972850678733033	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	17	0.5610859728506787	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	18	0.2895927601809955	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	19	0.7330316742081449	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	20	0.4705882352941176	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	21	0.5226244343891402	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	22	0.3846153846153846	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	23	0.4049773755656108	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	24	0.3914027149321267	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	25	0.3936651583710407	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	26	0.4660633484162896	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	27	0.4615384615384615	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	28	0.3167420814479638	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	29	0.5475113122171946	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	30	0.3846153846153846	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	31	0.5475113122171946	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	32	0.5972850678733032	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	33	0.4027149321266968	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	34	0.3257918552036199	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	35	0.3597285067873303	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	36	0.4072398190045249	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	37	0.6018099547511313	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	38	0.4683257918552036	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	39	0.5248868778280543	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	40	0.7149321266968326	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	41	0.3484162895927602	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	42	0.5610859728506787	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	43	0.3393665158371041	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	44	0.2760180995475113	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	45	0.4479638009049774	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	46	0.3755656108597285	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	47	0.4524886877828055	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	48	0.6425339366515836	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	49	0.5565610859728507	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	50	0.3167420814479638	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	51	0.6923076923076923	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	52	0.6063348416289593	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	53	0.6787330316742082	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	54	0.3257918552036199	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	55	0.2217194570135747	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	56	0.5656108597285068	0.5067873303167421	0.3186813186813186
PsA_species_diversity_all_features	PsA	species_diversity	57	0.5067873303167421	0.5067873303167421	0.3186813186813186
