run_id	disease_group	feature_set	repeat_index	seed	auc
PsA_species_diversity_all_features	PsA	species_diversity	1	42	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	2	43	0.47058823529411764
PsA_species_diversity_all_features	PsA	species_diversity	3	44	0.4886877828054299
PsA_species_diversity_all_features	PsA	species_diversity	4	45	0.5203619909502263
PsA_species_diversity_all_features	PsA	species_diversity	5	46	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	6	47	0.4841628959276018
PsA_species_diversity_all_features	PsA	species_diversity	7	48	0.4343891402714932
PsA_species_diversity_all_features	PsA	species_diversity	8	49	0.5203619909502262
PsA_species_diversity_all_features	PsA	species_diversity	9	50	0.502262443438914
PsA_species_diversity_all_features	PsA	species_diversity	10	51	0.5203619909502263
PsA_species_diversity_all_features	PsA	species_diversity	11	52	0.4886877828054299
PsA_species_diversity_all_features	PsA	species_diversity	12	53	0.502262443438914
PsA_species_diversity_all_features	PsA	species_diversity	13	54	0.4705882352941177
PsA_species_diversity_all_features	PsA	species_diversity	14	55	0.47963800904977383
PsA_species_diversity_all_features	PsA	species_diversity	15	56	0.5294117647058824
PsA_species_diversity_all_features	PsA	species_diversity	16	57	0.5384615384615384
PsA_species_diversity_all_features	PsA	species_diversity	17	58	0.5113122171945701
PsA_species_diversity_all_features	PsA	species_diversity	18	59	0.5158371040723981
PsA_species_diversity_all_features	PsA	species_diversity	19	60	0.583710407239819
PsA_species_diversity_all_features	PsA	species_diversity	20	61	0.49321266968325794
PsA_species_diversity_all_features	PsA	species_diversity	21	62	0.48416289592760187
PsA_species_diversity_all_features	PsA	species_diversity	22	63	0.47058823529411764
PsA_species_diversity_all_features	PsA	species_diversity	23	64	0.497737556561086
PsA_species_diversity_all_features	PsA	species_diversity	24	65	0.502262443438914
PsA_species_diversity_all_features	PsA	species_diversity	25	66	0.4660633484162896
PsA_species_diversity_all_features	PsA	species_diversity	26	67	0.5384615384615384
PsA_species_diversity_all_features	PsA	species_diversity	27	68	0.5248868778280543
PsA_species_diversity_all_features	PsA	species_diversity	28	69	0.5339366515837105
PsA_species_diversity_all_features	PsA	species_diversity	29	70	0.5475113122171946
PsA_species_diversity_all_features	PsA	species_diversity	30	71	0.497737556561086
PsA_species_diversity_all_features	PsA	species_diversity	31	72	0.5701357466063348
PsA_species_diversity_all_features	PsA	species_diversity	32	73	0.5565610859728507
PsA_species_diversity_all_features	PsA	species_diversity	33	74	0.4751131221719457
PsA_species_diversity_all_features	PsA	species_diversity	34	75	0.502262443438914
PsA_species_diversity_all_features	PsA	species_diversity	35	76	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	36	77	0.4751131221719457
PsA_species_diversity_all_features	PsA	species_diversity	37	78	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	38	79	0.6244343891402715
PsA_species_diversity_all_features	PsA	species_diversity	39	80	0.502262443438914
PsA_species_diversity_all_features	PsA	species_diversity	40	81	0.49321266968325794
PsA_species_diversity_all_features	PsA	species_diversity	41	82	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	42	83	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	43	84	0.5248868778280543
PsA_species_diversity_all_features	PsA	species_diversity	44	85	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	45	86	0.46606334841628955
PsA_species_diversity_all_features	PsA	species_diversity	46	87	0.4660633484162896
PsA_species_diversity_all_features	PsA	species_diversity	47	88	0.5294117647058824
PsA_species_diversity_all_features	PsA	species_diversity	48	89	0.5248868778280543
PsA_species_diversity_all_features	PsA	species_diversity	49	90	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	50	91	0.4660633484162896
PsA_species_diversity_all_features	PsA	species_diversity	51	92	0.4886877828054299
PsA_species_diversity_all_features	PsA	species_diversity	52	93	0.5090497737556561
PsA_species_diversity_all_features	PsA	species_diversity	53	94	0.5656108597285068
PsA_species_diversity_all_features	PsA	species_diversity	54	95	0.49321266968325794
PsA_species_diversity_all_features	PsA	species_diversity	55	96	0.5294117647058824
PsA_species_diversity_all_features	PsA	species_diversity	56	97	0.4886877828054299
PsA_species_diversity_all_features	PsA	species_diversity	57	98	0.47963800904977383
PsA_species_diversity_all_features	PsA	species_diversity	58	99	0.46153846153846156
PsA_species_diversity_all_features	PsA	species_diversity	59	100	0.4570135746606335
PsA_species_diversity_all_features	PsA	species_diversity	60	101	0.497737556561086
PsA_species_diversity_all_features	PsA	species_diversity	61	102	0.5656108597285068
PsA_species_diversity_all_features	PsA	species_diversity	62	103	0.48868778280542985
PsA_species_diversity_all_features	PsA	species_diversity	63	104	0.4524886877828054
PsA_species_diversity_all_features	PsA	species_diversity	64	105	0.4886877828054299
PsA_species_diversity_all_features	PsA	species_diversity	65	106	0.47963800904977383
PsA_species_diversity_all_features	PsA	species_diversity	66	107	0.5294117647058824
PsA_species_diversity_all_features	PsA	species_diversity	67	108	0.4705882352941177
PsA_species_diversity_all_features	PsA	species_diversity	68	109	0.5384615384615385
PsA_species_diversity_all_features	PsA	species_diversity	69	110	0.4796380090497737
PsA_species_diversity_all_features	PsA	species_diversity	70	111	0.46153846153846156
PsA_species_diversity_all_features	PsA	species_diversity	71	112	0.4615384615384615
PsA_species_diversity_all_features	PsA	species_diversity	72	113	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	73	114	0.4841628959276018
PsA_species_diversity_all_features	PsA	species_diversity	74	115	0.6018099547511313
PsA_species_diversity_all_features	PsA	species_diversity	75	116	0.4751131221719457
PsA_species_diversity_all_features	PsA	species_diversity	76	117	0.5339366515837104
PsA_species_diversity_all_features	PsA	species_diversity	77	118	0.48868778280542985
PsA_species_diversity_all_features	PsA	species_diversity	78	119	0.46153846153846156
PsA_species_diversity_all_features	PsA	species_diversity	79	120	0.47285067873303166
PsA_species_diversity_all_features	PsA	species_diversity	80	121	0.579185520361991
PsA_species_diversity_all_features	PsA	species_diversity	81	122	0.5565610859728507
PsA_species_diversity_all_features	PsA	species_diversity	82	123	0.4457013574660634
PsA_species_diversity_all_features	PsA	species_diversity	83	124	0.579185520361991
PsA_species_diversity_all_features	PsA	species_diversity	84	125	0.5067873303167421
PsA_species_diversity_all_features	PsA	species_diversity	85	126	0.47285067873303166
PsA_species_diversity_all_features	PsA	species_diversity	86	127	0.4751131221719457
PsA_species_diversity_all_features	PsA	species_diversity	87	128	0.4660633484162896
PsA_species_diversity_all_features	PsA	species_diversity	88	129	0.49321266968325794
PsA_species_diversity_all_features	PsA	species_diversity	89	130	0.5384615384615384
PsA_species_diversity_all_features	PsA	species_diversity	90	131	0.497737556561086
PsA_species_diversity_all_features	PsA	species_diversity	91	132	0.5497737556561086
PsA_species_diversity_all_features	PsA	species_diversity	92	133	0.5339366515837104
PsA_species_diversity_all_features	PsA	species_diversity	93	134	0.5475113122171946
PsA_species_diversity_all_features	PsA	species_diversity	94	135	0.46606334841628966
PsA_species_diversity_all_features	PsA	species_diversity	95	136	0.5158371040723982
PsA_species_diversity_all_features	PsA	species_diversity	96	137	0.48416289592760187
PsA_species_diversity_all_features	PsA	species_diversity	97	138	0.48868778280542985
PsA_species_diversity_all_features	PsA	species_diversity	98	139	0.45701357466063347
PsA_species_diversity_all_features	PsA	species_diversity	99	140	0.44796380090497734
PsA_species_diversity_all_features	PsA	species_diversity	100	141	0.4841628959276018
