run_id	disease_group	feature_set	permutation_id	null_auc	observed_auc	p_value
PsA_pathway_only_all_features	PsA	pathway_only	1	0.502262443438914	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	2	0.3619909502262443	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	3	0.4095022624434389	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	4	0.5294117647058824	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	5	0.3846153846153846	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	6	0.3438914027149322	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	7	0.3393665158371041	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	8	0.7375565610859729	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	9	0.2171945701357466	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	10	0.2760180995475113	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	11	0.2443438914027149	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	12	0.4389140271493212	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	13	0.2828054298642534	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	14	0.5475113122171946	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	15	0.3461538461538461	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	16	0.3393665158371041	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	17	0.3755656108597285	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	18	0.3393665158371041	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	19	0.4411764705882353	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	20	0.16289592760181	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	21	0.4683257918552036	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	22	0.5859728506787331	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	23	0.3484162895927601	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	24	0.6832579185520362	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	25	0.5158371040723982	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	26	0.5746606334841629	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	27	0.502262443438914	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	28	0.3438914027149321	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	29	0.6153846153846154	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	30	0.6334841628959277	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	31	0.4389140271493213	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	32	0.4932126696832579	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	33	0.2963800904977375	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	34	0.334841628959276	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	35	0.3823529411764706	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	36	0.4841628959276018	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	37	0.6742081447963801	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	38	0.4570135746606335	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	39	0.3891402714932127	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	40	0.3076923076923077	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	41	0.3800904977375566	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	42	0.5429864253393666	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	43	0.1266968325791855	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	44	0.3823529411764705	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	45	0.3212669683257919	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	46	0.6153846153846154	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	47	0.4298642533936652	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	48	0.5610859728506787	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	49	0.5882352941176472	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	50	0.3574660633484163	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	51	0.7239819004524887	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	52	0.5701357466063348	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	53	0.660633484162896	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	54	0.2714932126696833	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	55	0.3665158371040724	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	56	0.4208144796380091	0.7104072398190046	0.0389610389610389
PsA_pathway_only_all_features	PsA	pathway_only	57	0.6153846153846154	0.7104072398190046	0.0389610389610389
