run_id	disease_group	feature_set	repeat_index	seed	auc
RA_pathway_only_all_features	RA	pathway_only	1	42	0.4210526315789474
RA_pathway_only_all_features	RA	pathway_only	2	43	0.4
RA_pathway_only_all_features	RA	pathway_only	3	44	0.4210526315789474
RA_pathway_only_all_features	RA	pathway_only	4	45	0.4105263157894737
RA_pathway_only_all_features	RA	pathway_only	5	46	0.4184210526315789
RA_pathway_only_all_features	RA	pathway_only	6	47	0.536842105263158
RA_pathway_only_all_features	RA	pathway_only	7	48	0.4421052631578948
RA_pathway_only_all_features	RA	pathway_only	8	49	0.3421052631578947
RA_pathway_only_all_features	RA	pathway_only	9	50	0.3157894736842105
RA_pathway_only_all_features	RA	pathway_only	10	51	0.3052631578947368
RA_pathway_only_all_features	RA	pathway_only	11	52	0.431578947368421
RA_pathway_only_all_features	RA	pathway_only	12	53	0.4763157894736842
RA_pathway_only_all_features	RA	pathway_only	13	54	0.4052631578947369
RA_pathway_only_all_features	RA	pathway_only	14	55	0.4394736842105263
RA_pathway_only_all_features	RA	pathway_only	15	56	0.2842105263157894
RA_pathway_only_all_features	RA	pathway_only	16	57	0.4421052631578948
RA_pathway_only_all_features	RA	pathway_only	17	58	0.4052631578947369
RA_pathway_only_all_features	RA	pathway_only	18	59	0.3789473684210527
RA_pathway_only_all_features	RA	pathway_only	19	60	0.3578947368421052
RA_pathway_only_all_features	RA	pathway_only	20	61	0.3315789473684211
RA_pathway_only_all_features	RA	pathway_only	21	62	0.368421052631579
RA_pathway_only_all_features	RA	pathway_only	22	63	0.3894736842105263
RA_pathway_only_all_features	RA	pathway_only	23	64	0.3421052631578948
RA_pathway_only_all_features	RA	pathway_only	24	65	0.431578947368421
RA_pathway_only_all_features	RA	pathway_only	25	66	0.4157894736842105
RA_pathway_only_all_features	RA	pathway_only	26	67	0.4736842105263158
RA_pathway_only_all_features	RA	pathway_only	27	68	0.4631578947368421
RA_pathway_only_all_features	RA	pathway_only	28	69	0.4368421052631579
RA_pathway_only_all_features	RA	pathway_only	29	70	0.4473684210526316
RA_pathway_only_all_features	RA	pathway_only	30	71	0.4210526315789474
RA_pathway_only_all_features	RA	pathway_only	31	72	0.4052631578947369
RA_pathway_only_all_features	RA	pathway_only	32	73	0.4052631578947369
RA_pathway_only_all_features	RA	pathway_only	33	74	0.4052631578947369
RA_pathway_only_all_features	RA	pathway_only	34	75	0.368421052631579
RA_pathway_only_all_features	RA	pathway_only	35	76	0.3157894736842105
RA_pathway_only_all_features	RA	pathway_only	36	77	0.3631578947368421
RA_pathway_only_all_features	RA	pathway_only	37	78	0.4210526315789473
RA_pathway_only_all_features	RA	pathway_only	38	79	0.4526315789473684
RA_pathway_only_all_features	RA	pathway_only	39	80	0.4157894736842105
RA_pathway_only_all_features	RA	pathway_only	40	81	0.4210526315789474
RA_pathway_only_all_features	RA	pathway_only	41	82	0.4210526315789473
RA_pathway_only_all_features	RA	pathway_only	42	83	0.3368421052631579
RA_pathway_only_all_features	RA	pathway_only	43	84	0.3
RA_pathway_only_all_features	RA	pathway_only	44	85	0.3210526315789473
RA_pathway_only_all_features	RA	pathway_only	45	86	0.5157894736842106
RA_pathway_only_all_features	RA	pathway_only	46	87	0.4
RA_pathway_only_all_features	RA	pathway_only	47	88	0.4578947368421052
RA_pathway_only_all_features	RA	pathway_only	48	89	0.3052631578947368
RA_pathway_only_all_features	RA	pathway_only	49	90	0.4578947368421052
RA_pathway_only_all_features	RA	pathway_only	50	91	0.3842105263157895
RA_pathway_only_all_features	RA	pathway_only	51	92	0.3578947368421052
RA_pathway_only_all_features	RA	pathway_only	52	93	0.4526315789473684
RA_pathway_only_all_features	RA	pathway_only	53	94	0.3631578947368421
RA_pathway_only_all_features	RA	pathway_only	54	95	0.3368421052631579
RA_pathway_only_all_features	RA	pathway_only	55	96	0.3947368421052631
RA_pathway_only_all_features	RA	pathway_only	56	97	0.3631578947368421
RA_pathway_only_all_features	RA	pathway_only	57	98	0.3842105263157895
RA_pathway_only_all_features	RA	pathway_only	58	99	0.3973684210526316
RA_pathway_only_all_features	RA	pathway_only	59	100	0.3315789473684211
RA_pathway_only_all_features	RA	pathway_only	60	101	0.3473684210526316
RA_pathway_only_all_features	RA	pathway_only	61	102	0.4
RA_pathway_only_all_features	RA	pathway_only	62	103	0.4710526315789474
RA_pathway_only_all_features	RA	pathway_only	63	104	0.3894736842105263
RA_pathway_only_all_features	RA	pathway_only	64	105	0.4684210526315789
RA_pathway_only_all_features	RA	pathway_only	65	106	0.4
RA_pathway_only_all_features	RA	pathway_only	66	107	0.3578947368421052
RA_pathway_only_all_features	RA	pathway_only	67	108	0.3578947368421052
RA_pathway_only_all_features	RA	pathway_only	68	109	0.3
RA_pathway_only_all_features	RA	pathway_only	69	110	0.4105263157894737
RA_pathway_only_all_features	RA	pathway_only	70	111	0.4157894736842105
RA_pathway_only_all_features	RA	pathway_only	71	112	0.3315789473684211
RA_pathway_only_all_features	RA	pathway_only	72	113	0.3578947368421052
RA_pathway_only_all_features	RA	pathway_only	73	114	0.431578947368421
RA_pathway_only_all_features	RA	pathway_only	74	115	0.3157894736842105
RA_pathway_only_all_features	RA	pathway_only	75	116	0.3815789473684211
RA_pathway_only_all_features	RA	pathway_only	76	117	0.4105263157894737
RA_pathway_only_all_features	RA	pathway_only	77	118	0.3842105263157894
RA_pathway_only_all_features	RA	pathway_only	78	119	0.4157894736842105
RA_pathway_only_all_features	RA	pathway_only	79	120	0.3789473684210526
