bin_left	bin_right	bin_center	count	observed_auc	p_value
0.0105263157894736	0.0330921052631578	0.0218092105263157	4	0.4210526315789474	0.5164835164835165
0.0330921052631578	0.0556578947368421	0.044375	4	0.4210526315789474	0.5164835164835165
0.0556578947368421	0.0782236842105263	0.0669407894736842	7	0.4210526315789474	0.5164835164835165
0.0782236842105263	0.1007894736842105	0.0895065789473684	11	0.4210526315789474	0.5164835164835165
0.1007894736842105	0.1233552631578947	0.1120723684210526	11	0.4210526315789474	0.5164835164835165
0.1233552631578947	0.1459210526315789	0.1346381578947368	13	0.4210526315789474	0.5164835164835165
0.1459210526315789	0.1684868421052631	0.157203947368421	18	0.4210526315789474	0.5164835164835165
0.1684868421052631	0.1910526315789474	0.1797697368421053	21	0.4210526315789474	0.5164835164835165
0.1910526315789474	0.2136184210526316	0.2023355263157895	33	0.4210526315789474	0.5164835164835165
0.2136184210526316	0.2361842105263158	0.2249013157894737	34	0.4210526315789474	0.5164835164835165
0.2361842105263158	0.25875	0.2474671052631579	37	0.4210526315789474	0.5164835164835165
0.25875	0.2813157894736842	0.2700328947368421	36	0.4210526315789474	0.5164835164835165
0.2813157894736842	0.3038815789473684	0.2925986842105263	28	0.4210526315789474	0.5164835164835165
0.3038815789473684	0.3264473684210526	0.3151644736842105	43	0.4210526315789474	0.5164835164835165
0.3264473684210526	0.3490131578947368	0.3377302631578948	43	0.4210526315789474	0.5164835164835165
0.3490131578947368	0.371578947368421	0.3602960526315789	40	0.4210526315789474	0.5164835164835165
0.371578947368421	0.3941447368421052	0.3828618421052632	38	0.4210526315789474	0.5164835164835165
0.3941447368421052	0.4167105263157895	0.4054276315789473	59	0.4210526315789474	0.5164835164835165
0.4167105263157895	0.4392763157894737	0.4279934210526316	47	0.4210526315789474	0.5164835164835165
0.4392763157894737	0.4618421052631579	0.4505592105263157	54	0.4210526315789474	0.5164835164835165
0.4618421052631579	0.4844078947368421	0.473125	52	0.4210526315789474	0.5164835164835165
0.4844078947368421	0.5069736842105264	0.4956907894736843	49	0.4210526315789474	0.5164835164835165
0.5069736842105264	0.5295394736842106	0.5182565789473685	33	0.4210526315789474	0.5164835164835165
0.5295394736842106	0.5521052631578949	0.5408223684210527	29	0.4210526315789474	0.5164835164835165
0.5521052631578949	0.574671052631579	0.563388157894737	46	0.4210526315789474	0.5164835164835165
0.574671052631579	0.5972368421052633	0.5859539473684212	40	0.4210526315789474	0.5164835164835165
0.5972368421052633	0.6198026315789474	0.6085197368421054	29	0.4210526315789474	0.5164835164835165
0.6198026315789474	0.6423684210526317	0.6310855263157895	23	0.4210526315789474	0.5164835164835165
0.6423684210526317	0.6649342105263158	0.6536513157894738	27	0.4210526315789474	0.5164835164835165
0.6649342105263158	0.6875000000000001	0.676217105263158	28	0.4210526315789474	0.5164835164835165
0.6875000000000001	0.7100657894736843	0.6987828947368422	16	0.4210526315789474	0.5164835164835165
0.7100657894736843	0.7326315789473685	0.7213486842105263	13	0.4210526315789474	0.5164835164835165
0.7326315789473685	0.7551973684210528	0.7439144736842107	12	0.4210526315789474	0.5164835164835165
0.7551973684210528	0.7777631578947369	0.7664802631578949	6	0.4210526315789474	0.5164835164835165
0.7777631578947369	0.8003289473684212	0.789046052631579	5	0.4210526315789474	0.5164835164835165
0.8003289473684212	0.8228947368421053	0.8116118421052633	7	0.4210526315789474	0.5164835164835165
0.8228947368421053	0.8454605263157896	0.8341776315789475	1	0.4210526315789474	0.5164835164835165
0.8454605263157896	0.8680263157894738	0.8567434210526317	1	0.4210526315789474	0.5164835164835165
0.8680263157894738	0.890592105263158	0.8793092105263158	1	0.4210526315789474	0.5164835164835165
0.890592105263158	0.9131578947368422	0.901875	1	0.4210526315789474	0.5164835164835165
