run_id	disease_group	feature_set	permutation_id	null_auc	observed_auc	p_value
RA_pathway_only_all_features	RA	pathway_only	1	0.2263157894736842	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	2	0.4736842105263158	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	3	0.5157894736842106	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	4	0.6026315789473684	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	5	0.0999999999999999	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	6	0.3447368421052632	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	7	0.3105263157894736	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	8	0.5368421052631579	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	9	0.25	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	10	0.531578947368421	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	11	0.3052631578947368	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	12	0.2210526315789473	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	13	0.618421052631579	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	14	0.3157894736842105	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	15	0.1368421052631579	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	16	0.7105263157894737	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	17	0.5	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	18	0.4263157894736842	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	19	0.35	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	20	0.3078947368421053	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	21	0.2631578947368421	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	22	0.3315789473684211	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	23	0.5947368421052632	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	24	0.668421052631579	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	25	0.1947368421052632	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	26	0.3368421052631579	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	27	0.3631578947368421	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	28	0.4105263157894737	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	29	0.2	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	30	0.3894736842105263	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	31	0.5578947368421052	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	32	0.3210526315789473	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	33	0.5526315789473685	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	34	0.4368421052631579	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	35	0.2157894736842105	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	36	0.4421052631578948	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	37	0.2736842105263158	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	38	0.1736842105263157	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	39	0.4473684210526316	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	40	0.3631578947368421	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	41	0.4289473684210526	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	42	0.6421052631578948	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	43	0.3868421052631579	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	44	0.6236842105263158	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	45	0.4842105263157895	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	46	0.5894736842105263	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	47	0.5552631578947369	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	48	0.5052631578947369	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	49	0.5736842105263158	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	50	0.3368421052631578	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	51	0.7052631578947368	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	52	0.4052631578947369	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	53	0.2421052631578947	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	54	0.4473684210526316	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	55	0.4947368421052632	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	56	0.3421052631578948	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	57	0.6631578947368422	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	58	0.6105263157894737	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	59	0.3263157894736841	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	60	0.5842105263157895	0.4210526315789474	0.5164835164835165
RA_pathway_only_all_features	RA	pathway_only	61	0.3447368421052632	0.4210526315789474	0.5164835164835165
