bin_left	bin_right	bin_center	count	observed_auc	p_value
0.0	0.0230263157894736	0.0115131578947368	3	0.6578947368421053	0.0719280719280719
0.0230263157894736	0.0460526315789473	0.0345394736842105	6	0.6578947368421053	0.0719280719280719
0.0460526315789473	0.069078947368421	0.0575657894736842	8	0.6578947368421053	0.0719280719280719
0.069078947368421	0.0921052631578947	0.0805921052631578	5	0.6578947368421053	0.0719280719280719
0.0921052631578947	0.1151315789473684	0.1036184210526315	17	0.6578947368421053	0.0719280719280719
0.1151315789473684	0.1381578947368421	0.1266447368421052	17	0.6578947368421053	0.0719280719280719
0.1381578947368421	0.1611842105263158	0.1496710526315789	19	0.6578947368421053	0.0719280719280719
0.1611842105263158	0.1842105263157894	0.1726973684210526	24	0.6578947368421053	0.0719280719280719
0.1842105263157894	0.2072368421052631	0.1957236842105263	27	0.6578947368421053	0.0719280719280719
0.2072368421052631	0.2302631578947368	0.21875	34	0.6578947368421053	0.0719280719280719
0.2302631578947368	0.2532894736842105	0.2417763157894736	41	0.6578947368421053	0.0719280719280719
0.2532894736842105	0.2763157894736842	0.2648026315789473	39	0.6578947368421053	0.0719280719280719
0.2763157894736842	0.2993421052631578	0.287828947368421	44	0.6578947368421053	0.0719280719280719
0.2993421052631578	0.3223684210526316	0.3108552631578947	56	0.6578947368421053	0.0719280719280719
0.3223684210526316	0.3453947368421052	0.3338815789473684	40	0.6578947368421053	0.0719280719280719
0.3453947368421052	0.3684210526315789	0.3569078947368421	52	0.6578947368421053	0.0719280719280719
0.3684210526315789	0.3914473684210526	0.3799342105263157	52	0.6578947368421053	0.0719280719280719
0.3914473684210526	0.4144736842105262	0.4029605263157894	42	0.6578947368421053	0.0719280719280719
0.4144736842105262	0.4375	0.4259868421052631	67	0.6578947368421053	0.0719280719280719
0.4375	0.4605263157894737	0.4490131578947368	39	0.6578947368421053	0.0719280719280719
0.4605263157894737	0.4835526315789473	0.4720394736842105	42	0.6578947368421053	0.0719280719280719
0.4835526315789473	0.506578947368421	0.4950657894736842	43	0.6578947368421053	0.0719280719280719
0.506578947368421	0.5296052631578947	0.5180921052631579	42	0.6578947368421053	0.0719280719280719
0.5296052631578947	0.5526315789473684	0.5411184210526315	35	0.6578947368421053	0.0719280719280719
0.5526315789473684	0.575657894736842	0.5641447368421052	39	0.6578947368421053	0.0719280719280719
0.575657894736842	0.5986842105263157	0.5871710526315789	31	0.6578947368421053	0.0719280719280719
0.5986842105263157	0.6217105263157895	0.6101973684210527	22	0.6578947368421053	0.0719280719280719
0.6217105263157895	0.6447368421052632	0.6332236842105263	25	0.6578947368421053	0.0719280719280719
0.6447368421052632	0.6677631578947368	0.65625	22	0.6578947368421053	0.0719280719280719
0.6677631578947368	0.6907894736842105	0.6792763157894737	9	0.6578947368421053	0.0719280719280719
0.6907894736842105	0.7138157894736842	0.7023026315789473	18	0.6578947368421053	0.0719280719280719
0.7138157894736842	0.7368421052631579	0.725328947368421	11	0.6578947368421053	0.0719280719280719
0.7368421052631579	0.7598684210526315	0.7483552631578947	10	0.6578947368421053	0.0719280719280719
0.7598684210526315	0.7828947368421052	0.7713815789473684	6	0.6578947368421053	0.0719280719280719
0.7828947368421052	0.8059210526315789	0.794407894736842	5	0.6578947368421053	0.0719280719280719
0.8059210526315789	0.8289473684210525	0.8174342105263157	3	0.6578947368421053	0.0719280719280719
0.8289473684210525	0.8519736842105262	0.8404605263157894	1	0.6578947368421053	0.0719280719280719
0.8519736842105262	0.875	0.863486842105263	1	0.6578947368421053	0.0719280719280719
0.875	0.8980263157894737	0.8865131578947368	2	0.6578947368421053	0.0719280719280719
0.8980263157894737	0.9210526315789472	0.9095394736842104	1	0.6578947368421053	0.0719280719280719
